Data table for Imaginary Im[epsilon] and real componets Re[epsilon] for Argon gas
Re and Im values are multiplied by 1e4 to better display the scale
Energy[eV]	Re*1e4	Im*1e4
0	-nan	2766	-0.0599975
0	-nan	2767	-0.059975
0	-nan	2768	-0.0599524
0	-nan	2769	-0.0599304
0	-nan	2770	-0.0599078
0	-nan	2771	-0.0598852
0	-nan	2772	-0.0598633
0	-nan	2773	-0.0598406
0	-nan	2774	-0.0598181
0	-nan	2775	-0.0597961
0	-nan	2776	-0.0597721
0	-nan	2777	-0.0597513
0	-nan	2778	-0.059729
0	-nan	2779	-0.0597072
0	-nan	2780	-0.0596841
0	-nan	2781	-0.0596619
0	-nan	2782	-0.0596403
0	-nan	2783	-0.0596192
0	-nan	2784	-0.0595973
0	-nan	2785	-0.0595789
0	-nan	2786	-0.0595526
0	-nan	2787	-0.0595309
0	-nan	2788	-0.0595069
0	-nan	2789	-0.0594855
0	-nan	2790	-0.0594631
0	-nan	2791	-0.0594603
0	-nan	2792	-0.0594397
0	-nan	2793	-0.059418
0	-nan	2794	-0.0593754
0	-nan	2795	-0.0593542
0	-nan	2796	-0.0593288
0	-nan	2797	-0.0593071
0	-nan	2798	-0.059287
0	-nan	2799	-0.059265
0	-nan	2800	-0.0592428
0	-nan	2801	-0.0592213
0	-nan	2802	-0.0591993
0	-nan	2803	-0.059177
0	-nan	2804	-0.0591556
0	-nan	2805	-0.0591335
0	-nan	2806	-0.0591113
0	-nan	2807	-0.0590898
0	-nan	2808	-0.0590685
0	-nan	2809	-0.0590452
0	-nan	2810	-0.0590244
0	-nan	2811	-0.0590026
0	-nan	2812	-0.0589811
0	-nan	2813	-0.0589591
0	-nan	2814	-0.0589376
0	-nan	2815	-0.0589155
0	-nan	2816	-0.0588937
0	-nan	2817	-0.058873
0	-nan	2818	-0.0588507
0	-nan	2819	-0.0588291
0	-nan	2820	-0.0588074
0	-nan	2821	-0.0587863
0	-nan	2822	-0.0587643
0	-nan	2823	-0.0587425
0	-nan	2824	-0.0587188
0	-nan	2825	-0.0586996
0	-nan	2826	-0.0586779
0	-nan	2827	-0.0586563
0	-nan	2828	-0.0586347
0	-nan	2829	-0.058613
0	-nan	2830	-0.0585918
0	-nan	2831	-0.0585704
0	-nan	2832	-0.0585489
0	-nan	2833	-0.0585282
0	-nan	2834	-0.0585065
0	-nan	2835	-0.0584847
0	-nan	2836	-0.0584634
0	-nan	2837	-0.058442
0	-nan	2838	-0.0584205
0	-nan	2839	-0.0583995
0	-nan	2840	-0.0583777
0	-nan	2841	-0.0583566
0	-nan	2842	-0.0583349
0	-nan	2843	-0.0583139
0	-nan	2844	-0.0582925
0	-nan	2845	-0.0582706
0	-nan	2846	-0.0582499
0	-nan	2847	-0.0582281
0	-nan	2848	-0.0582081
0	-nan	2849	-0.0581858
0	-nan	2850	-0.0581658
0	-nan	2851	-0.0581448
0	-nan	2852	-0.0581231
0	-nan	2853	-0.0581017
0	-nan	2854	-0.0580801
0	-nan	2855	-0.0580596
0	-nan	2856	-0.0580383
0	-nan	2857	-0.0580177
0	-nan	2858	-0.0579962
0	-nan	2859	-0.0579744
0	-nan	2860	-0.0579539
0	-nan	2861	-0.0579327
0	-nan	2862	-0.0579075
0	-nan	2863	-0.0578912
0	-nan	2864	-0.05787
0	-nan	2865	-0.0578489
0	-nan	2866	-0.0578279
0	-nan	2867	-0.0578079
0	-nan	2868	-0.0577861
0	-nan	2869	-0.0577655
0	-nan	2870	-0.0577358
0	-nan	2871	-0.0577234
0	-nan	2872	-0.0577156
0	-nan	2873	-0.0576818
0	-nan	2874	-0.0576608
0	-nan	2875	-0.0576403
0	-nan	2876	-0.057619
0	-nan	2877	-0.0575984
0	-nan	2878	-0.0575774
0	-nan	2879	-0.0575566
0	-nan	2880	-0.057536
0	-nan	2881	-0.057517
0	-nan	2882	-0.0574959
0	-nan	2883	-0.0574754
0	-nan	2884	-0.0574531
0	-nan	2885	-0.0574324
0	-nan	2886	-0.0574115
0	-nan	2887	-0.0573908
0	-nan	2888	-0.0573701
0	-nan	2889	-0.0573497
0	-nan	2890	-0.0573291
0	-nan	2891	-0.0573089
0	-nan	2892	-0.0572875
0	-nan	2893	-0.0572665
0	-nan	2894	-0.0572467
0	-nan	2895	-0.0572261
0	-nan	2896	-0.0572054
0	-nan	2897	-0.0571848
0	-nan	2898	-0.0571638
0	-nan	2899	-0.0571436
0	-nan	2900	-0.0571281
0	-nan	2901	-0.0571028
0	-nan	2902	-0.0570836
0	-nan	2903	-0.0570619
0	-nan	2904	-0.057041
0	-nan	2905	-0.0570214
0	-nan	2906	-0.0570008
0	-nan	2907	-0.0569802
0	-nan	2908	-0.0568149
0	-nan	2909	-0.0569392
0	-nan	2910	-0.0569186
0	-nan	2911	-0.0568985
0	-nan	2912	-0.0568782
0	-nan	2913	-0.0568719
0	-nan	2914	-0.0568532
0	-nan	2915	-0.0568334
0	-nan	2916	-0.0568125
0	-nan	2917	-0.0567922
0	-nan	2918	-0.0567726
0	-nan	2919	-0.0567529
0	-nan	2920	-0.0567331
0	-nan	2921	-0.0567134
0	-nan	2922	-0.0566935
0	-nan	2923	-0.0566739
0	-nan	2924	-0.0566612
0	-nan	2925	-0.0566343
0	-nan	2926	-0.0566161
0	-nan	2927	-0.056594
0	-nan	2928	-0.0565752
0	-nan	2929	-0.0565557
0	-nan	2930	-0.0565359
0	-nan	2931	-0.0565163
0	-nan	2932	-0.0564961
0	-nan	2933	-0.0564533
0	-nan	2934	-0.0564341
0	-nan	2935	-0.0564138
0	-nan	2936	-0.0563934
0	-nan	2937	-0.0563736
0	-nan	2938	-0.0563532
0	-nan	2939	-0.0563333
0	-nan	2940	-0.0563131
0	-nan	2941	-0.0562937
0	-nan	2942	-0.0562738
0	-nan	2943	-0.0562535
0	-nan	2944	-0.0562336
0	-nan	2945	-0.05622
0	-nan	2946	-0.0561936
0	-nan	2947	-0.0561735
0	-nan	2948	-0.0561395
0	-nan	2949	-0.0561154
0	-nan	2950	-0.0560957
0	-nan	2951	-0.0560773
0	-nan	2952	-0.0560569
0	-nan	2953	-0.0560362
0	-nan	2954	-0.0560181
0	-nan	2955	-0.0559987
0	-nan	2956	-0.0559793
0	-nan	2957	-0.0559596
0	-nan	2958	-0.0559407
0	-nan	2959	-0.0559216
0	-nan	2960	-0.0559027
0	-nan	2961	-0.0558836
0	-nan	2962	-0.0558643
0	-nan	2963	-0.0558449
0	-nan	2964	-0.0558256
0	-nan	2965	-0.0558068
0	-nan	2966	-0.0557861
0	-nan	2967	-0.0557684
0	-nan	2968	-0.0557492
0	-nan	2969	-0.0557301
0	-nan	2970	-0.055711
0	-nan	2971	-0.0557849
0	-nan	2972	-0.0556728
0	-nan	2973	-0.055744
0	-nan	2974	-0.0557273
0	-nan	2975	-0.0557082
0	-nan	2976	-0.0556892
0	-nan	2977	-0.0555777
0	-nan	2978	-0.0555588
0	-nan	2979	-0.0555486
0	-nan	2980	-0.0555275
0	-nan	2981	-0.0555106
0	-nan	2982	-0.0554906
0	-nan	2983	-0.0554724
0	-nan	2984	-0.0554528
0	-nan	2985	-0.0554343
0	-nan	2986	-0.0554151
0	-nan	2987	-0.0553965
0	-nan	2988	-0.0553776
0	-nan	2989	-0.055359
0	-nan	2990	-0.0553396
0	-nan	2991	-0.0553211
0	-nan	2992	-0.0553022
0	-nan	2993	-0.0552836
0	-nan	2994	-0.055081
0	-nan	2995	-0.0550632
0	-nan	2996	-0.0550433
0	-nan	2997	-0.0550224
0	-nan	2998	-0.0550033
0	-nan	2999	-0.0549833
0	-nan	3000	-0.0549662
0	-nan	3001	-0.0549453
0	-nan	3002	-0.0549264
0	-nan	3003	-0.0549092
0	-nan	3004	-0.0550759
0	-nan	3005	-0.0550574
0	-nan	3006	-0.0550387
0	-nan	3007	-0.055021
0	-nan	3008	-0.0550023
0	-nan	3009	-0.0549836
0	-nan	3010	-0.0549654
0	-nan	3011	-0.0549473
0	-nan	3012	-0.054928
0	-nan	3013	-0.0549097
0	-nan	3014	-0.0548906
0	-nan	3015	-0.0548721
0	-nan	3016	-0.0548538
0	-nan	3017	-0.0548294
0	-nan	3018	-0.054817
0	-nan	3019	-0.0547982
0	-nan	3020	-0.0547749
0	-nan	3021	-0.0547564
0	-nan	3022	-0.0547383
0	-nan	3023	-0.0547198
0	-nan	3024	-0.0547016
0	-nan	3025	-0.0546829
0	-nan	3026	-0.0546645
0	-nan	3027	-0.0546469
0	-nan	3028	-0.0546278
0	-nan	3029	-0.0546101
0	-nan	3030	-0.0545911
0	-nan	3031	-0.0545728
0	-nan	3032	-0.0545544
0	-nan	3033	-0.0545368
0	-nan	3034	-0.0545176
0	-nan	3035	-0.0544997
0	-nan	3036	-0.0544812
0	-nan	3037	-0.0544631
0	-nan	3038	-0.0544448
0	-nan	3039	-0.054427
0	-nan	3040	-0.0544107
0	-nan	3041	-0.0543433
0	-nan	3042	-0.0543251
0	-nan	3043	-0.054307
0	-nan	3044	-0.0542888
0	-nan	3045	-0.0542712
0	-nan	3046	-0.0542531
0	-nan	3047	-0.0542356
0	-nan	3048	-0.0542181
0	-nan	3049	-0.0542011
0	-nan	3050	-0.0541823
0	-nan	3051	-0.0541612
0	-nan	3052	-0.0541421
0	-nan	3053	-0.0541232
0	-nan	3054	-0.0541046
0	-nan	3055	-0.0540864
0	-nan	3056	-0.0540672
0	-nan	3057	-0.054049
0	-nan	3058	-0.0540294
0	-nan	3059	-0.0540095
0	-nan	3060	-0.0539917
0	-nan	3061	-0.0539729
0	-nan	3062	-0.0539539
0	-nan	3063	-0.053936
0	-nan	3064	-0.0539165
0	-nan	3065	-0.0538977
0	-nan	3066	-0.0538789
0	-nan	3067	-0.0538601
0	-nan	3068	-0.0538411
0	-nan	3069	-0.0538225
0	-nan	3070	-0.0538042
0	-nan	3071	-0.0537861
0	-nan	3072	-0.0537702
0	-nan	3073	-0.0537475
0	-nan	3074	-0.0537279
0	-nan	3075	-0.0537108
0	-nan	3076	-0.0536919
0	-nan	3077	-0.053673
0	-nan	3078	-0.0536539
0	-nan	3079	-0.0536359
0	-nan	3080	-0.0536159
0	-nan	3081	-0.0535983
0	-nan	3082	-0.0535803
0	-nan	3083	-0.053561
0	-nan	3084	-0.0535418
0	-nan	3085	-0.0535239
0	-nan	3086	-0.0535047
0	-nan	3087	-0.053486
0	-nan	3088	-0.0534676
0	-nan	3089	-0.0534478
0	-nan	3090	-0.0534298
0	-nan	3091	-0.0534112
0	-nan	3092	-0.0533929
0	-nan	3093	-0.0533743
0	-nan	3094	-0.0533555
0	-nan	3095	-0.0533367
0	-nan	3096	-0.0533181
0	-nan	3097	-0.0533002
0	-nan	3098	-0.053281
0	-nan	3099	-0.0532624
0	-nan	3100	-0.053243
0	-nan	3101	-0.0532251
0	-nan	3102	-0.0532072
0	-nan	3103	-0.0531878
0	-nan	3104	-0.0531692
0	-nan	3105	-0.0531503
0	-nan	3106	-0.0531318
0	-nan	3107	-0.0531164
0	-nan	3108	-0.0530992
0	-nan	3109	-0.0530758
0	-nan	3110	-0.053057
0	-nan	3111	-0.0530388
0	-nan	3112	-0.0530201
0	-nan	3113	-0.0530013
0	-nan	3114	-0.0529804
0	-nan	3115	-0.0529627
0	-nan	3116	-0.0529454
0	-nan	3117	-0.0529265
0	-nan	3118	-0.0529082
0	-nan	3119	-0.0528895
0	-nan	3120	-0.0528706
0	-nan	3121	-0.0528552
0	-nan	3122	-0.0528311
0	-nan	3123	-0.0528154
0	-nan	3124	-0.0527971
0	-nan	3125	-0.052777
0	-nan	3126	-0.0527592
0	-nan	3127	-0.0527396
0	-nan	3128	-0.0527207
0	-nan	3129	-0.0527024
0	-nan	3130	-0.0526837
0	-nan	3131	-0.0526647
0	-nan	3132	-0.0526458
0	-nan	3133	-0.052627
0	-nan	3134	-0.0526083
0	-nan	3135	-0.0525896
0	-nan	3136	-0.0525715
0	-nan	3137	-0.0525451
0	-nan	3138	-0.0525266
0	-nan	3139	-0.0525123
0	-nan	3140	-0.0524954
0	-nan	3141	-0.0524761
0	-nan	3142	-0.0524575
0	-nan	3143	-0.0524385
0	-nan	3144	-0.0524195
0	-nan	3145	-0.0524001
0	-nan	3146	-0.0523878
0	-nan	3147	-0.0523709
0	-nan	3148	-0.0523363
0	-nan	3149	-0.0523163
0	-nan	3150	-0.052305
0	-nan	3151	-0.0522859
0	-nan	3152	-0.0522668
0	-nan	3153	-0.0522472
0	-nan	3154	-0.0522285
0	-nan	3155	-0.052209
0	-nan	3156	-0.0521896
0	-nan	3157	-0.0521708
0	-nan	3158	-0.0521485
0	-nan	3159	-0.0521315
0	-nan	3160	-0.0521129
0	-nan	3161	-0.0520918
0	-nan	3162	-0.0520729
0	-nan	3163	-0.0520531
0	-nan	3164	-0.0520335
0	-nan	3165	-0.0520136
0	-nan	3166	-0.0519938
0	-nan	3167	-0.0519741
0	-nan	3168	-0.0519547
0	-nan	3169	-0.0519343
0	-nan	3170	-0.0519138
0	-nan	3171	-0.0518934
0	-nan	3172	-0.0518733
0	-nan	3173	-0.0518525
0	-nan	3174	-0.0518317
0	-nan	3175	-0.051811
0	-nan	3176	-0.051796
0	-nan	3177	-0.0517702
0	-nan	3178	-0.0517487
0	-nan	3179	-0.0517271
0	-nan	3180	-0.0517055
0	-nan	3181	-0.0516842
0	-nan	3182	-0.0516623
0	-nan	3183	-0.0516402
0	-nan	3184	-0.0516182
0	-nan	3185	-0.0515954
0	-nan	3186	-0.0515716
0	-nan	3187	-0.051549
0	-nan	3188	-0.0515257
0	-nan	3189	-0.0515028
0	-nan	3190	-0.0514782
0	-nan	3191	-0.0514588
0	-nan	3192	-0.0514275
0	-nan	3193	-0.0514015
0	-nan	3194	-0.0513745
0	-nan	3195	-0.0513469
0	-nan	3196	-0.0513159
0	-nan	3197	-0.0512877
0	-nan	3198	-0.0512558
0	-nan	3199	-0.051222
0	-nan	3200	-0.0511851
0	-nan	3201	-0.0511447
0	-nan	3202	-0.0510985
0	-nan	3203	-0.0510435
0	-nan	3204	-0.050973
0	-nan	3205	-0.0508635
